Auction Date,Auction Name,Lot Title,Estimate Low,Estimate High,Description,Main Image URL,Artist Name
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,Pair of diamond ear studs,"26,000","42,000",https://www.phillips.com/detail/CH060424/332,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579229/auctions/CH060424/210764_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,Ruby and diamond ring,"22,000","30,000",https://www.phillips.com/detail/CH060424/333,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579180/auctions/CH060424/206868_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,Ruby and diamond necklace,"17,000","20,000",https://www.phillips.com/detail/piranesi/CH060424/334,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579217/auctions/CH060424/210157_001.jpg,Piranesi
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,Pair of ruby and diamond ear clips,"13,000","17,000",https://www.phillips.com/detail/piranesi/CH060424/335,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579211/auctions/CH060424/210156_001.jpg,Piranesi
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Three gold, ruby, sapphire and diamond bracelets/necklace combination","32,000","50,000",https://www.phillips.com/detail/van-cleef-arpels/CH060424/336,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1730388277/auctions/CH060424/210007_001.jpg,Van Cleef & Arpels
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Onyx, coloured diamond and emerald ring, 'Tiger'","28,000","32,000",https://www.phillips.com/detail/cartier/CH060424/337,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579224/auctions/CH060424/210176_001.jpg,Cartier
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,Natural pearl and diamond necklace,"60,000","85,000",https://www.phillips.com/detail/CH060424/338,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579155/auctions/CH060424/200504_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Gold, emerald and diamond bracelet","40,000","70,000",https://www.phillips.com/detail/CH060424/339,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579157/auctions/CH060424/203421_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Spinel and diamond necklace, circa 1825","13,000","22,000",https://www.phillips.com/detail/CH060424/340,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579174/auctions/CH060424/207291_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,Diamond ring,"32,000","50,000",https://www.phillips.com/detail/CH060424/341,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579215/auctions/CH060424/210002_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Sapphire and diamond tiara/necklace combination and a pair of earrings, circa 1910","13,000","22,000",https://www.phillips.com/detail/CH060424/342,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579234/auctions/CH060424/210922_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Gold and micromosaic demi-parure, circa 1875","7,000","10,000",https://www.phillips.com/detail/castellani/CH060424/343,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579190/auctions/CH060424/208213_001.jpg,Castellani
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Pink sapphire, diamond and cultured pearl pendant/brooch combination, late 19th century","13,000","17,000",https://www.phillips.com/detail/CH060424/344,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579218/auctions/CH060424/210154_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Gold, diamond and enamel demi-parure, second half of the 19th century","24,000","42,000",https://www.phillips.com/detail/CH060424/345,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1731070806/auctions/CH060424/210860_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Diamond brooch, circa 1935","30,000","42,000",https://www.phillips.com/detail/verger-freres/CH060424/346,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579204/auctions/CH060424/209698_001.jpg,Verger Frères
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Diamond bracelet, 1920s","13,000","22,000",https://www.phillips.com/detail/CH060424/347,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579220/auctions/CH060424/210766_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,Fancy Light Purplish Pink diamond and diamond ring,"24,000","42,000",https://www.phillips.com/detail/CH060424/348,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579182/auctions/CH060424/207729_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Diamond brooch, 1920s","13,000","17,000",https://www.phillips.com/detail/CH060424/349,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579204/auctions/CH060424/209701_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Sapphire and diamond bracelet, circa 1927","60,000","85,000",https://www.phillips.com/detail/cartier/CH060424/350,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1729521717/auctions/CH060424/210152_001.jpg,Cartier
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,Diamond ring,"6,000","8,500",https://www.phillips.com/detail/CH060424/351,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579235/auctions/CH060424/210765_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Ruby, emerald, enamel and diamond brooch, 1920s","30,000","42,000",https://www.phillips.com/detail/CH060424/352,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579213/auctions/CH060424/210298_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,Sapphire and diamond ring,"32,000","50,000",https://www.phillips.com/detail/CH060424/353,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728659374/auctions/CH060424/210759_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Sapphire and diamond bracelet, circa 1930","40,000","70,000",https://www.phillips.com/detail/cartier/CH060424/354,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579201/auctions/CH060424/209695_001.jpg,Cartier
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,Pair of natural pearl and diamond earrings,"40,000","70,000",https://www.phillips.com/detail/CH060424/355,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728978872/auctions/CH060424/206841_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,Sapphire ring,"50,000","65,000",https://www.phillips.com/detail/CH060424/356,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728659348/auctions/CH060424/209696_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,Diamond bracelet,"8,500","13,000",https://www.phillips.com/detail/CH060424/357,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579224/auctions/CH060424/210767_001.jpg,N/A
Geneva Auction 11 November 2024,The Geneva Jewels Auction: THREE,"Diamond clip, 1920s","24,000","35,000",https://www.phillips.com/detail/cartier/CH060424/358,https://assets.phillips.com/image/upload/t_Website_CuratedAuction_SingleCell_NoPad_dev2/v1728579210/auctions/CH060424/209873_001.jpg,Cartier
